"year","country","v2x_polyarchy","v2x_pubcorr","v2jucorrdc","v2xel_regelec","v2elsnlsff","v2elrgpwr","e_fh_rol","v2ellocelc","v2ellocpwr","v2xel_locelec","RWI","bmr_democracy","polity","polity2","xpolity","gdppc10","pop","minor","major","armedconf","fh.A.Legal","fh.B.Political","fh.C.Economic","fh.total.score","fh.media.freedom","rulelaw.wb","l.polity2","polity2.squ","l.polity2.squ","v2x_polyarchy.sq","v2x_libdem.sq","lpop","l.lpop","lrgdp","l.lrgdp","pts","l.pts","gwno","alljourn","polgroup","state","other","unknown","stateunknown","stateunknownother","foreign.state","local.state","capital.stateunknown","capital.state","nocapital.state","regional.media.state","national.media.state","international.media.state","foreign.unknown","local.unknown","capital.unknown","nocapital.unknown","regional.media.unknown","national.media.unknown","international.media.unknown","state.nationalreach.d","unknown.nationalreach.d","state.localreach.d","unknown.localreach.d","state.d","unknown.d","stateunknown.d","polgroup.d","other.d","capital.state.d","capital.unknown.d","capital.stateunknown.d","nocapital.state.d","nocapital.unknown.d","regional.media.state.d","national.media.state.d","international.media.state.d","regional.media.unknown.d","national.media.unknown.d","international.media.unknown.d","nonregional.state.d","nonregional.unknown.d"
2011,"Egypt",0.162,0.869,0.776,0.227,-1.132,-0.108,4,0,-0.091,0.231,"electoral autocracy",0,-2,-2,-2,2659.87641930604,83787634,NA,0,0,20,22,15,57,1,-0.452047,-3,4,9,0.026244,0.009216,18.243795988931,18.222729607136,7.88603494178899,7.88909789579821,4,4,651,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2012,"Egypt",0.275,0.791,0.776,0.227,-1.132,-0.108,4,2,-0.091,0.452,"electoral autocracy",0,-88,-3,-88,2658.78747641583,85660902,NA,0,0,22,24,16,62,0,-0.4723835,-2,9,4,0.075625,0.0169,18.2659070600984,18.243795988931,7.88562546191706,7.88603494178899,3,4,651,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Egypt",0.214,0.771,1.228,0.164,-1.132,-0.437,4,2,-0.091,0.452,"closed autocracy",0,-4,-4,-1,2654.28501599124,87613909,NA,0,0,22,30,16,68,0,-0.633282,-3,16,9,0.045796,0.006084,18.2884503218415,18.2659070600984,7.8839306002306,7.88562546191706,4,3,651,6,4,1,0,1,2,2,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1
2011,"Syria",0.158,0.856,1.874,0.17,0.862,-0.426,0,2,-1.614,0.052,"electoral autocracy",0,-7,-7,-3,NA,20501167,0,1,1,29,38,22,89,0,-0.7758501,-7,49,49,0.024964,0.002304,16.8359923693176,16.8466390289875,NA,NA,5,4,652,4,0,4,0,0,4,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,"Syria",0.153,0.872,1.803,0.17,0.261,-0.426,0,2,-1.366,0.089,"electoral autocracy",0,-9,-9,-5,NA,19978756,1,1,1,29,37,22,88,0,-1.126029,-7,81,49,0.023409,0.001681,16.810180066984,16.8359923693176,NA,NA,5,5,652,23,6,15,0,2,17,17,3,12,5,5,5,0,14,1,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1
2013,"Syria",0.144,0.922,1.392,0.276,0.345,0.127,0,2,-1.366,0.089,"closed autocracy",0,-9,-9,-5,NA,19322593,1,1,1,29,38,22,89,0,-1.406143,-9,81,81,0.020736,0.001024,16.7767855909934,16.810180066984,NA,NA,5,5,652,6,1,4,0,1,5,5,0,4,2,2,2,1,2,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1
2014,"Syria",0.145,0.922,1.392,0.276,0.345,0.127,0,2,-1.366,0.089,"closed autocracy",0,-9,-9,-5,NA,18772481,0,1,1,29,38,23,90,0,-1.362182,-9,81,81,0.021025,0.000961,16.7479025788369,16.7767855909934,NA,NA,5,5,652,15,8,7,0,0,7,7,0,7,1,1,6,0,3,4,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0
2015,"Syria",0.145,0.922,1.392,0.276,0.345,0.127,0,2,-1.366,0.089,"closed autocracy",0,-9,-9,-5,NA,18502413,1,1,1,29,38,23,90,0,-1.423044,-9,81,81,0.021025,0.000961,16.7334117139754,16.7479025788369,NA,NA,5,5,652,12,10,2,0,0,2,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2016,"Syria",0.151,0.896,1.392,0.276,0.345,0.127,0,2,-0.11,0.446,"closed autocracy",NA,-9,-9,-5,NA,NA,1,1,1,29,38,23,90,0,NA,-9,81,81,0.022801,0.001369,NA,16.7334117139754,NA,NA,5,5,652,6,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,"Lebanon",0.412,0.718,0.857,0,-1.594,NA,5,5,0.456,0.086,"electoral autocracy",0,6,6,5,6606.27045503458,3986865,NA,0,0,21,24,15,60,1,-0.3313195,NA,36,NA,0.169744,0.051529,15.1985157657451,15.1670247919189,8.7957745459293,8.80030929688584,3,3,660,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Jordan",0.243,0.51,-0.397,0.042,-2.208,-1.395,6,5,-0.744,0.227,"closed autocracy",NA,-3,-3,-4,NA,NA,1,0,1,22,26,20,68,0,NA,-3,9,9,0.059049,0.042025,NA,15.8429410477302,NA,8.28804238071085,3,3,663,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,"Israel",0.762,0.142,-1.805,0,-1.106,NA,NA,5,1.511,0.933,"liberal democracy",1,6,6,6,25915.2914625296,6570000,1,0,1,7,12,8,27,2,1.096627,NA,36,NA,0.580644,0.401956,15.6980243904608,15.6778838065203,10.1625884774265,10.1834120423233,5,5,666,2,0,2,0,0,2,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2004,"Israel",0.763,0.142,-1.805,0,-1.106,NA,NA,5,1.511,0.933,"liberal democracy",1,6,6,6,26593.8542334345,6809000,1,0,1,5,13,10,28,2,0.862099,6,36,36,0.582169,0.3969,15.7337558244651,15.7160795880496,10.1884354242192,10.1562358791357,4,4,666,2,0,1,0,1,2,2,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
2007,"Israel",0.726,0.142,-1.805,0,-1.106,NA,10,5,1.511,0.933,"liberal democracy",1,6,6,6,29562.741526732,7180100,1,0,1,6,14,8,28,2,0.829284,6,36,36,0.527076,0.363609,15.786823868504,15.7690628598122,10.2942701152384,10.2524886969209,4,4,666,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"Israel",0.725,0.142,-1.795,0,-1.317,NA,11,5,1.823,0.968,"electoral democracy",1,6,6,6,30661.9900386465,7623600,1,0,1,7,15,7,29,2,0.9160219,6,36,36,0.525625,0.358801,15.8467592570426,15.8284917329438,10.3307790569942,10.2953444723518,4,5,666,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2011,"Israel",0.725,0.142,-1.795,0,-1.317,NA,11,5,1.823,0.968,"liberal democracy",1,6,6,6,31624.279615526,7765800,1,0,1,7,15,8,30,2,1.012864,6,36,36,0.525625,0.358801,15.8652400356586,15.8467592570426,10.3616804468147,10.3307790569942,4,4,666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Israel",0.717,0.142,-1.795,0,-0.965,NA,11,5,1.621,0.948,"liberal democracy",1,6,6,6,32954.2330433591,8215700,0,1,1,7,14,9,30,2,1.107663,6,36,36,0.514089,0.344569,15.9215575158051,15.9023620778191,10.40287500037,10.3909299067955,4,4,666,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2004,"Saudi Arabia",0.018,0.644,-0.521,0.048,1.507,-1.297,NA,0,-2.349,0.005,"closed autocracy",0,-10,-10,-6,15774.7174289578,24055573,NA,0,0,29,28,23,80,0,0.0203347,-10,100,100,0.000324,0.001764,16.9958772532435,16.966445258066,9.6661637746631,9.60708862178797,3,3,670,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Yemen",0.316,0.826,2.004,0.816,-0.99,0.996,NA,2,-1.515,0.063,"electoral autocracy",0,-2,-2,-2,1187.96958123152,19931617,NA,0,0,28,28,20,76,0,-1.220655,-2,4,4,0.099856,0.019881,16.8078178228667,16.7794431383551,7.0800008945708,7.06941743500137,4,3,678,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,"Yemen",0.319,0.826,2.004,0.874,-0.955,1.145,3,2,-1.41,0.075,"electoral autocracy",0,-2,-2,-2,1310.05367135994,23591972,NA,0,0,27,33,23,83,0,-1.087339,-2,4,4,0.101761,0.026896,16.9764170426335,16.9490126169528,7.1778233858597,7.13102699261496,4,4,678,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"Yemen",0.323,0.823,2.004,0.879,-0.955,1.165,2,0,-1.41,0.038,"electoral autocracy",0,-2,-2,-2,1113.14441861002,24234940,NA,0,0,27,33,23,83,0,-1.285474,-2,4,4,0.104329,0.021316,17.0033059515003,16.9764170426335,7.01494409902148,7.1778233858597,4,4,678,2,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
2013,"Yemen",0.351,0.813,2.166,0.447,-0.896,1.276,2,0,-1.563,0.03,"electoral autocracy",0,3,3,2,1134.01000750259,25533217,NA,0,0,24,29,23,76,0,-1.177236,3,9,9,0.123201,0.030625,17.0554907898966,17.0296870381887,7.03351530920695,7.01221108162048,4,4,678,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,"Yemen",0.346,0.813,2.166,0.447,-0.896,1.276,2,0,-1.563,0.03,"electoral autocracy",0,-77,0,-77,1103.75214271232,26183676,NA,0,0,24,31,23,78,0,-1.200265,3,0,9,0.119716,0.028561,17.0806467211178,17.0554907898966,7.0064706932185,7.03351530920695,5,4,678,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2015,"Yemen",0.128,0.813,2.166,0.44,-0.896,1.171,2,0,-2.08,0.01,"electoral autocracy",0,-77,0,-77,774.45049354631,26832215,NA,0,0,26,34,23,83,0,-1.271078,0,0,0,0.016384,0.004096,17.1051137758335,17.0806467211178,6.65215373727978,7.0064706932185,5,5,678,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Yemen",0.115,0.808,2.182,0.437,-0.896,1.156,2,0,-1.793,0.019,"closed autocracy",NA,-77,0,-77,NA,NA,NA,0,0,26,36,23,85,0,NA,0,0,0,0.013225,0.001681,NA,17.1051137758335,NA,6.65215373727978,5,5,678,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,"Kuwait",0.279,0.476,-0.745,0,1.066,NA,NA,5,-0.689,0.244,"closed autocracy",0,-7,-7,-4,37290.2927384858,2042215,NA,0,0,19,22,13,54,1,0.6140341,NA,49,NA,0.077841,0.070756,14.5295455610967,14.5036562519159,10.5264883234635,10.522818830311,2,1,690,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2011,"Bahrain",0.218,0.516,1.357,0,0.824,NA,1,2,-1.895,0.028,"closed autocracy",0,-8,-8,-5,20078.8588400226,1306014,NA,0,0,28,35,21,84,0,0.352287,-5,64,25,0.047524,0.006889,14.082490308516,14.0476685567849,9.90742274151458,9.92260453086365,3,3,692,2,0,2,0,0,2,2,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
2012,"Bahrain",0.163,0.516,1.357,0,0.824,NA,1,2,-1.895,0.028,"closed autocracy",0,-10,-10,-6,20396.9494949542,1333577,NA,0,0,28,37,21,86,0,0.258339,-8,100,64,0.026569,0.001369,14.1033753637193,14.082490308516,9.92314063408983,9.90742274151458,3,3,692,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2005,"Afghanistan",0.344,0.917,2.065,0.17,-0.467,-0.934,4,2,-2.185,0.014,"electoral autocracy",0,-66,NA,-66,400.122936494632,24399948,0,1,1,21,28,20,69,0,-1.658668,NA,NA,NA,0.118336,0.021025,17.0100915591136,16.9725045961153,5.99177184112492,5.9234210229403,5,5,700,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"Afghanistan",0.395,0.93,2.065,0.17,-0.467,-0.934,3,2,-2.185,0.014,"electoral autocracy",0,-66,NA,-66,409.20368760161,25183615,0,1,1,21,28,20,69,0,-1.863189,NA,NA,NA,0.156025,0.054289,17.0417041425983,17.0100915591136,6.01421304577101,5.99177184112492,5,5,700,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2007,"Afghanistan",0.388,0.932,2.065,0.17,-0.467,-0.934,3,2,-2.185,0.014,"electoral autocracy",0,-66,NA,-66,452.948223919749,25877544,0,1,1,21,30,20,71,0,-1.829666,NA,NA,NA,0.150544,0.049284,17.0688861235574,17.0417041425983,6.11577782296786,6.01421304577101,5,5,700,4,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2008,"Afghanistan",0.401,0.932,2.065,0.17,-0.467,-0.934,2,2,-2.185,0.014,"electoral autocracy",0,-66,NA,-66,457.785872996384,26528741,0,1,1,22,32,20,74,0,-1.86438,NA,NA,NA,0.160801,0.061009,17.0937392692773,17.0688861235574,6.12640154858096,6.11577782296786,5,5,700,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2009,"Afghanistan",0.39,0.932,2.065,0.17,-0.467,-0.934,2,2,-2.185,0.014,"electoral autocracy",0,-66,NA,-66,540.198285108443,27207291,0,1,1,22,33,21,76,0,-1.847092,NA,NA,NA,0.1521,0.056644,17.1189955468174,17.0937392692773,6.29193626680413,6.12640154858096,5,5,700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"Afghanistan",0.361,0.935,2.065,0.17,-0.467,-0.934,2,2,-2.185,0.014,"electoral autocracy",0,-66,NA,-66,569.940728793286,27962207,0,1,1,22,33,20,75,0,-1.845436,NA,NA,NA,0.130321,0.056169,17.1463644064064,17.1189955468174,6.34553237084864,6.29193626680413,4,5,700,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2012,"Afghanistan",0.364,0.95,2.065,0.17,-0.467,-0.934,1,2,-2.185,0.014,"electoral autocracy",0,-66,NA,-66,651.001851952577,29726803,0,1,1,20,28,19,67,0,-1.643165,NA,NA,NA,0.132496,0.049284,17.2075596547151,17.176204193071,6.47851248698575,6.37503341918741,4,5,700,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013,"Afghanistan",0.385,0.91,1.567,0.118,-0.74,-1.15,2,2,-0.861,0.195,"electoral autocracy",0,-66,NA,-66,643.081145950878,30682500,0,1,1,20,27,19,66,0,-1.597314,NA,NA,NA,0.148225,0.064009,17.2392030174538,17.2075596547151,6.46627091526568,6.47851248698575,5,4,700,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Afghanistan",0.38,0.897,1.567,0.118,-0.74,-1.15,2,2,-0.861,0.195,"electoral autocracy",0,-1,-1,-1,632.054805733833,31627506,0,1,1,20,28,19,67,0,-1.445648,NA,1,NA,0.1444,0.059536,17.2695377429793,17.2392030174538,6.44897610832035,6.46627091526568,5,5,700,5,0,1,1,3,4,5,1,0,1,0,1,0,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1
2015,"Afghanistan",0.364,0.897,1.567,0.118,-0.264,-1.15,2,2,-0.861,0.195,"electoral autocracy",0,-1,-1,-1,619.75131158497,32526562,1,1,1,18,26,18,62,0,-1.50404,-1,1,1,0.132496,0.068121,17.2975676058062,17.2695377429793,6.42931828722604,6.44897610832035,4,5,700,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Afghanistan",0.353,0.923,2.038,0.134,0.118,-1.09,2,2,-0.861,0.195,"electoral autocracy",NA,-1,-1,-1,NA,NA,0,1,1,17,27,16,60,1,NA,-1,1,1,0.124609,0.0529,NA,17.2975676058062,NA,6.42931828722604,5,4,700,10,8,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2006,"Turkmenistan",0.146,0.908,1.066,0.018,1.597,-1.796,0,2,-1.995,0.022,"closed autocracy",0,-9,-9,-5,3186.71236326832,4801594,NA,0,0,30,37,29,96,0,-1.640511,-9,81,81,0.021316,9e-04,15.384458504084,15.3732001251224,8.06674505721228,7.97393990164231,3,3,701,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2003,"Kyrgyzstan",0.264,0.826,1.518,0.174,-0.898,-0.39,NA,2,-0.847,0.192,"electoral autocracy",0,-3,-3,-1,716.26425084356,5043300,NA,0,0,23,27,21,71,0,-0.7409122,-3,9,9,0.069696,0.018225,15.4335711876893,15.4230867384504,6.57404916429672,6.51659186365007,3,3,703,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2007,"Kyrgyzstan",0.322,0.915,1.379,0.111,-0.898,-0.749,5,2,-0.013,0.476,"electoral autocracy",0,3,3,3,819.806297297808,5268400,NA,0,0,22,28,20,70,0,-1.318499,4,9,16,0.103684,0.024964,15.477237269107,15.467701399464,6.70906808954575,6.63662888991868,3,3,703,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,"Kazakhstan",0.262,0.744,1.362,0.006,0.92,-2.492,NA,2,-2.962,0.002,"electoral autocracy",0,-6,-6,-4,6647.69212951059,15012985,NA,0,0,25,28,22,75,0,-1.008891,-6,36,36,0.068644,0.018496,16.5244260512599,16.5174768227342,8.80202502522084,8.71730706522399,3,3,705,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2009,"Kazakhstan",0.252,0.744,1.294,0.006,0.92,-2.492,4,2,-2.962,0.002,"electoral autocracy",0,-6,-6,-4,8573.77275912025,16092701,NA,0,0,26,30,22,78,0,-0.6456799,-6,36,36,0.063504,0.017956,16.5938763731214,16.5675138465949,9.05646314332177,9.07089709898861,2,2,705,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2006,"China",0.105,0.638,0.686,0.042,1.062,-1.385,2,0,-1.808,0.017,"closed autocracy",0,-7,-7,-3,3069.30471438429,1311020000,NA,0,0,28,34,22,84,0,-0.6394754,-7,49,49,0.011025,0.004225,20.9940712971417,20.988487553468,8.02920633753211,7.91505802150302,4,4,710,2,0,2,0,0,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2007,"China",0.101,0.638,0.686,0.027,1.062,-1.618,2,0,-1.808,0.017,"closed autocracy",0,-7,-7,-3,3487.84568996575,1317885000,NA,0,0,28,35,21,84,0,-0.5422143,-7,49,49,0.010201,0.004225,20.9992940158057,20.9940712971417,8.15703954378813,8.02920633753211,3,4,710,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2010,"China",0.108,0.653,0.686,0.027,0.945,-1.618,2,0,-1.489,0.035,"closed autocracy",0,-7,-7,-3,4560.5124871009,1337705000,NA,0,0,29,34,22,85,0,-0.409916,-7,49,49,0.011664,0.005041,21.0142212960177,21.0093916991309,8.42519028371555,8.32894326358036,4,4,710,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2011,"China",0.11,0.653,0.686,0.034,0.945,-1.497,2,0,-1.501,0.033,"closed autocracy",0,-7,-7,-3,4971.54482081216,1344130000,NA,0,0,29,34,22,85,0,-0.4648362,-7,49,49,0.0121,0.004096,21.0190128005602,21.0142212960177,8.51148589993056,8.42519028371555,4,4,710,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,"China",0.098,0.622,0.612,0.025,1.181,-1.638,2,0,-1.492,0.033,"closed autocracy",0,-7,-7,-3,5721.69369479588,1357380000,NA,0,0,29,33,22,84,0,-0.5245902,-7,49,49,0.009604,0.003025,21.028822208075,21.0238851117399,8.65202014103354,8.58224283705808,4,4,710,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2003,"Japan",0.852,0.031,-2.82,0.99,1.866,2.32,NA,5,2.288,0.989,"liberal democracy",1,10,10,7,42743.981736583,127718000,NA,0,0,3,9,6,18,2,1.196319,10,100,100,0.725904,0.595984,18.6653352664336,18.6631954569458,10.6629836863631,10.6499566755296,2,2,740,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,"India",0.739,0.348,-0.21,0.944,-0.25,1.592,NA,5,0.752,0.776,"electoral democracy",1,9,9,7,810.00227772274,1090189358,1,1,1,13,20,12,45,1,0.0033842,NA,81,NA,0.546121,0.326041,20.8096172410352,20.7926875937822,6.69703705966591,6.67663262501606,4,4,750,3,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2003,"India",0.732,0.348,-0.21,0.944,-0.25,1.592,NA,5,0.752,0.776,"electoral democracy",1,9,9,7,859.341001752055,1108369577,1,1,1,11,17,13,41,1,0.1309935,9,81,81,0.535824,0.329476,20.8261559229041,20.8096172410352,6.75616581847475,6.69703705966591,4,4,750,3,2,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2004,"India",0.695,0.348,-0.21,0.944,-0.25,1.592,NA,5,0.752,0.776,"electoral democracy",1,9,9,7,912.564969013705,1126419321,1,1,1,10,17,11,38,1,0.0400426,9,81,81,0.483025,0.294849,20.8423096960974,20.8261559229041,6.81625928184125,6.75616581847475,4,4,750,3,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2006,"India",0.696,0.348,-0.21,0.944,-0.25,1.592,9,5,0.752,0.776,"electoral democracy",1,9,9,7,1056.23747706902,1162088305,1,0,1,9,16,10,35,1,0.1773311,9,81,81,0.484416,0.299209,20.8734844864646,20.85808191039,6.96246832257177,6.88927448858876,4,4,750,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2007,"India",0.696,0.348,-0.21,0.944,-0.25,1.592,9,5,0.752,0.776,"electoral democracy",1,9,9,7,1130.04840940886,1179685631,1,0,1,10,16,9,35,1,0.0937817,9,81,81,0.484416,0.299209,20.8885138255226,20.8734844864646,7.0300157509736,6.96246832257177,4,4,750,4,0,0,3,1,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
